company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
POSTPARTUM SUPPORT INTERNATIONAL,1,30980014.56,HEALTH RESOURCES AND SERVICES ADMINISTRATION,624190,True
DELOITTE LLP,3,30885708.32,"BUREAU OF THE FISCAL SERVICE, DEPT OF THE AIR FORCE, DEPT OF THE NAVY","541211, 541219, 541519",True
JOLINA CAPITAL INC,21,30884852.07,AGRICULTURAL MARKETING SERVICE,311513,True
THE NEIL JONES FOOD COMPANY,13,30851094.480000004,AGRICULTURAL MARKETING SERVICE,311421,True
HDR ENGINEERING  INC OF THE CAROLINAS,2,30791589.76,"DEPT OF THE ARMY, DEPT OF THE NAVY",541330,True
DIGITAL MANAGEMENT  LLC,4,30389687.24,"ANIMAL AND PLANT HEALTH INSPECTION SERVICE, DEPT OF THE ARMY, OFFICE OF PERSONNEL MANAGEMENT","541512, 541519",True
ARMTEC COUNTERMEASURES CO,5,30345713.32,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","325920, 325998, 334511",True
AIRBORNE SYSTEMS NORTH AMERICA OF CA INC,6,30214618.0,"DEPT OF THE ARMY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","314999, 541715",True
CALIBRE SYSTEMS INC,7,30115423.080000002,"DEPT OF THE ARMY, DEPT OF THE NAVY, OFFICE OF PERSONNEL MANAGEMENT, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","541330, 541611, 541990, 611430",True
CAPGEMINI GOVERNMENT SOLUTIONS LLC,9,30061270.609999996,"DEPT OF THE ARMY, OFFICE OF ADMINISTRATIVE SERVICES, OFFICE OF PROCUREMENT OPERATIONS, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT",541512,True
ALLUCENT GOVERNMENT SERVICES (US) LLC,2,30055033.0,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, NATIONAL INSTITUTES OF HEALTH","541714, 541715",True
THE KACE COMPANY  LLC.,1,30000000.0,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,541930,True
CONTINENTAL SERVICE GROUP INC,12,29991276.29,"BUREAU OF THE FISCAL SERVICE, INTERNAL REVENUE SERVICE",561440,True
BURLINGTON INDUSTRIES LLC,12,29910285.5,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE",313310,True
"H-K CONTRACTORS, INC.",2,29910107.97,FEDERAL HIGHWAY ADMINISTRATION,237310,True
FORS MARSH GROUP LLC,14,29897201.360000003,"DEFENSE HUMAN RESOURCES ACTIVITY, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","541715, 541720",True
GRYPHON TECHNOLOGIES  L.C.,5,29846155.089999996,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, MISSILE DEFENSE AGENCY (MDA)","541330, 541380",True
ENTERPRISE RESOURCE PERFORMANCE  INC,2,29484348.29,"DEPT OF THE ARMY, VETERANS AFFAIRS, DEPARTMENT OF","541611, 541715",True
JONES STEVEDORING COMPANY,6,29454718.46,USTRANSCOM,488320,True
WS AUDIOLOGY USA  INC,11,29390011.47,"VETERANS AFFAIRS, DEPARTMENT OF",334510,True
CHEMRING GROUP PLC,7,29251596.19,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","325920, 325998, 334511",True
POND-BAKER JV,6,29227112.58,"DEPT OF THE ARMY, DEPT OF THE NAVY",541330,True
DEL MONTE FOODS  INC,18,29216483.240000002,AGRICULTURAL MARKETING SERVICE,311421,True
POST HOLDINGS  INC.,12,29202110.009999998,AGRICULTURAL MARKETING SERVICE,"311230, 311824",True
HOSPITAL HOUSEKEEPING SYSTEMS LLC,6,29180849.68,"DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE",561210,True
BOEING COMPANY  THE,1,29168148.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),541715,True
MAGELLAN FEDERAL  INC.,6,29146917.79,"CENTERS FOR DISEASE CONTROL AND PREVENTION, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","541611, 541612, 624190",True
CASHMAN DREDGING AND MARINE CONTRACTING  CO.  LLC,1,29131250.0,DEPT OF THE ARMY,237990,True
SALTCHUK RESOURCES  INC.,18,29118739.700000003,"DEPT OF THE NAVY, MARITIME ADMINISTRATION, USTRANSCOM",483111,True
CONCURRENT TECHNOLOGIES CORPORATION,4,29078467.55,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","332992, 541715",True
C. H. GUERNSEY & COMPANY,2,29070176.880000003,DEPT OF THE ARMY,541611,True
STANDARDAERO AVIATION HOLDINGS  INC.,4,28997111.4,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","336412, 336413",True
22ND CENTURY TECHNOLOGIES  INC.,3,28924123.95,"DEPT OF THE AIR FORCE, FEDERAL BUREAU OF INVESTIGATION","541330, 541512",True
BOLTON PARTNERS  INC.,1,28817672.7,PENSION BENEFIT GUARANTY CORPORATION,541611,True
IDEMIA IDENTITY & SECURITY USA LLC,5,28803858.680000003,"FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION, TRANSPORTATION SECURITY ADMINISTRATION","334511, 541611, 811212",True
NISH,2,28787500.0,"DEPT OF THE ARMY, INTERNAL REVENUE SERVICE","561210, 561990",True
COMMUNICATIONS & POWER INDUSTRIES LLC,5,28702612.380000003,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","334419, 336419, 811219",True
BMC SOFTWARE  INC.,1,28530000.0,SOCIAL SECURITY ADMINISTRATION,443120,True
APTIM-AMENTUM ALASKA DECOMMISSIONING LLC,1,28499996.0,DEPT OF THE ARMY,562910,True
AAR MANUFACTURING  INC.,4,28470484.5,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE","321920, 332439",True
PORT OF PORTLAND (INC),1,28451925.0,DEPT OF THE ARMY,237990,True
ENGIE RESOURCES LLC,13,28379724.47,"DEPT OF THE ARMY, PUBLIC BUILDINGS SERVICE, SOCIAL SECURITY ADMINISTRATION, VETERANS AFFAIRS, DEPARTMENT OF","221112, 221122",True
UNIVERSITY OF MEMPHIS,2,28376309.0,"DEPT OF THE ARMY, DEPT OF THE NAVY","541715, 611310",True
SIKICH CPA LLC,3,28359320.82,"BUREAU OF THE FISCAL SERVICE, DEFENSE COMMISSARY AGENCY  (DECA), DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","541211, 541219, 541990",True
QUANTA SERVICES  INC.,4,28315174.240000002,"DEPT OF THE ARMY, DEPT OF THE NAVY","237120, 237990",True
JBS S/A.,9,28312102.95,AGRICULTURAL MARKETING SERVICE,311611,True
THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,4,28133950.0,NATIONAL INSTITUTES OF HEALTH,"541714, 541715",True
ARMED FORCES SERVICES CORPORATION,5,28111299.049999997,"DEPT OF THE ARMY, DEPT OF THE NAVY, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","541330, 541611, 541612, 624190",True
METROSTAR SYSTEMS  INC.,5,28092752.03,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, US CENSUS BUREAU","512110, 541519",True
ENGINEERING RESEARCH AND CONSULTING  LLC,1,28049045.44,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541380,True
CENTRAL RESEARCH INC,1,27656295.14,"EDUCATION, DEPARTMENT OF",522390,True
MIDTOWN PERSONNEL INC.,1,27615108.88,"USDA, DEPARTMENTAL ADMINISTRATION",541611,True
HONEYWELL INTERNATIONAL  INC,3,27581040.509999998,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","333611, 336320",True
VIRGINIA ELECTRIC AND POWER COMPANY,4,27546478.88,"FEDERAL BUREAU OF INVESTIGATION, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, NATIONAL SCIENCE FOUNDATION",221118,True
GATR TECHNOLOGIES  INC.,10,27510590.11,"DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","334220, 517919",True
THUNDERCAT TECHNOLOGY  LLC,7,27510295.49,"HEALTH RESOURCES AND SERVICES ADMINISTRATION, NATIONAL INSTITUTES OF HEALTH",541519,True
KIEWIT INFRASTRUCTURE CO.,2,27487333.0,DEPT OF THE ARMY,237310,True
FALCONWOOD,1,27447577.75,DEPT OF THE NAVY,541330,True
MOFFATT & NICHOL - AECOM JV,6,27397919.470000003,DEPT OF THE ARMY,541330,True
NATIONAL TECHNOLOGIES ASSOCIATES  INC.,2,27309909.169999998,DEPT OF THE NAVY,488190,True
L. S. BLACK CONSTRUCTORS  INC.,1,27287735.0,DEPT OF THE ARMY,236220,True
SCHNEIDER ELECTRIC BUILDINGS CRITICAL SYSTEMS  INC,2,27218400.0,DEPT OF THE ARMY,541512,True
INDUSTRIES OF THE BLIND  INCORPORATED,3,26943665.799999997,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","315210, 493110",True
MATTHEWS GROUP INC,2,26759857.45,"DEPT OF THE ARMY, FEDERAL AVIATION ADMINISTRATION",236220,True
ASTRONICS TEST SYSTEMS INC.,3,26708523.91,"DEPT OF THE ARMY, DEPT OF THE NAVY",334515,True
VSE CORPORATION,8,26559928.2,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, OFFICES, BOARDS AND DIVISIONS, SOCIAL SECURITY ADMINISTRATION","332912, 336411, 336413, 336992, 339999, 541199, 541330",True
MELWOOD HORTICULTURAL TRAINING CENTER  INC.,2,26554763.459999997,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY",561210,True
OCI OVERSEAS HOLDING LIMITED,2,26497980.42,DEPT OF THE NAVY,"237130, 237990",True
SUMMIT TECHNOLOGIES  INC.,14,26344897.0,DEPT OF THE AIR FORCE,541513,True
DEPENDABLE HEALTH SERVICES  INC,3,26254911.53,U.S. CUSTOMS AND BORDER PROTECTION,624190,True
EAGLE SECURITY GROUP INC,1,26248766.4,FEDERAL BUREAU OF INVESTIGATION,541611,True
BENHAM-STANLEY  LLC,5,26240325.58,DEPT OF THE ARMY,"541310, 541330",True
JND HOLDINGS LLC,2,26232896.84,CONSUMER FINANCIAL PROTECTION BUREAU,522320,True
IRIDIUM SATELLITE LLC,7,26083492.590000004,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE",517410,True
JOHN C. GRIMBERG CO.  INC.,11,26072377.720000003,"DEPT OF THE ARMY, DEPT OF THE NAVY, PUBLIC BUILDINGS SERVICE","236210, 236220",True
MERRICK & COMPANY,5,26022313.41,"AGRICULTURAL RESEARCH SERVICE, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION",541330,True
COGNOSANTE MVH LLC,1,26003933.72,"VETERANS AFFAIRS, DEPARTMENT OF",541511,True
SONALYSTS  INC.,2,25963664.0,DEPT OF THE NAVY,"541330, 611430",True
THE BROAD INSTITUTE INC,2,25940368.58,"CENTERS FOR DISEASE CONTROL AND PREVENTION, NATIONAL INSTITUTES OF HEALTH","541380, 541715",True
FEDERAL EXPRESS CORP,3,25730623.87,"OFFICE OF THE SECRETARY, VETERANS AFFAIRS, DEPARTMENT OF",492110,True
NTT DATA SERVICES FEDERAL GOVERNMENT  LLC,5,25730480.41,"CENTERS FOR DISEASE CONTROL AND PREVENTION, FEDERAL ACQUISITION SERVICE, NATIONAL SCIENCE FOUNDATION, OFFICE OF PROCUREMENT OPERATIONS, OFFICES, BOARDS AND DIVISIONS","541512, 541611",True
TRIUMPH GROUP  INC.,8,25628401.57,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","333998, 336412, 336413, 811219",True
NATIONAL INSTRUMENTS CORPORATION,3,25527502.0,FEDERAL ACQUISITION SERVICE,334515,True
"ADVANCED ACCELERATOR APPLICATIONS USA, INC.",7,25522010.95,"VETERANS AFFAIRS, DEPARTMENT OF",325412,True
THE ANDERSONS INC,2,25476662.7,AGRICULTURAL MARKETING SERVICE,311999,True
BAYLOR COLLEGE OF MEDICINE,3,25476303.96,"NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF","541380, 611310",True
MAERSK LINE  LIMITED,2,25432796.28,USTRANSCOM,483111,True
MERCURY SYSTEMS  INC.,4,25422953.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","334419, 335931",True
THE UNIVERSITY OF CHICAGO,5,25361068.38,NATIONAL INSTITUTES OF HEALTH,"541512, 541714, 541715, 541990",True
COVENANT SERVICES WORLDWIDE LLC,2,25351829.23,TRANSPORTATION SECURITY ADMINISTRATION,561612,True
AMERICAN BEEF PACKERS  INC.,7,25323564.009999998,AGRICULTURAL MARKETING SERVICE,311611,True
ACUMEN SOLUTIONS  INC.,2,25319540.7,"CONSUMER FINANCIAL PROTECTION BUREAU, U.S. COAST GUARD",541519,True
COMMERCIAL CONTRACTING CORP,1,25206000.0,DEPT OF THE ARMY,236220,True
EQUINIX  INC.,5,25071873.56,"NATIONAL GALLERY OF ART, OFFICE OF PROCUREMENT OPERATIONS, U.S. CUSTOMS AND BORDER PROTECTION",541519,True
THE JOHNS HOPKINS UNIVERSITY,4,25063738.0,NATIONAL INSTITUTES OF HEALTH,541715,True
EXPONENT  INC.,4,25062892.31,"DEFENSE HUMAN RESOURCES ACTIVITY, DEPT OF THE ARMY, NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","541330, 541380, 541715",True
VECTOR-SOLUTIONS.COM  INC.,4,25012352.94,"OFFICE OF PROCUREMENT OPERATIONS, TRANSPORTATION SECURITY ADMINISTRATION, U.S. CITIZENSHIP AND IMMIGRATION SERVICES, VETERANS AFFAIRS, DEPARTMENT OF","511210, 541512",True
BLUEHALO LABS  LLC,1,24979952.8,DEPT OF THE NAVY,541715,True
EA-BAKER JV,2,24976624.43,DEPT OF THE ARMY,541330,True
STELLAR SCIENCE LTD. CO.,1,24940816.0,DEPT OF THE AIR FORCE,541715,True
VERSABILITY RESOURCES  INC.,1,24931149.0,DEPT OF THE NAVY,488320,True
FORT RILEY UTILITY SERVICES INC,1,24924986.0,DEFENSE LOGISTICS AGENCY,221310,True
GPV III  INC.,3,24924014.409999996,DEPT OF THE ARMY,315990,True
WISCONSIN PHYSICIANS SERVICE INSURANCE CORP.,3,24869643.23,"CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEFENSE HEALTH AGENCY (DHA)","524114, 524292",True
FULCRUM IT SERVICES  LLC,1,24796188.18,DEPT OF THE AIR FORCE,541990,True
DIRECT ENERGY BUSINESS MARKETING  LLC,17,24789554.68,"VETERANS AFFAIRS, DEPARTMENT OF","211130, 221122, 221210",True
SIEMENS AG,13,24731319.99,"VETERANS AFFAIRS, DEPARTMENT OF",334517,True
AQUA ENGINEERS  INC.,2,24671676.22,DEFENSE LOGISTICS AGENCY,221320,True
PRECISE SYSTEMS  INC.,1,24652813.49,DEPT OF THE NAVY,541511,True
THE TEXAS A&M UNIVERSITY SYSTEM,5,24556509.0,"CENTERS FOR DISEASE CONTROL AND PREVENTION, DEPT OF THE ARMY",541715,True
FOUNDATION MEDICINE  INC.,1,24518382.0,"VETERANS AFFAIRS, DEPARTMENT OF",621511,True
COLLINS ELBIT VISION SYSTEMS  LLC,6,24490620.0,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","336413, 811210",True
EATON AEROSPACE  LLC,11,24486579.7,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","332911, 332994, 333914, 333996, 336413",True
BLUEHALO  LLC,1,24476289.0,DEPT OF THE AIR FORCE,541715,True
ICON GOVERNMENT AND PUBLIC HEALTH SOLUTIONS  INC.,4,24453945.0,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, NATIONAL INSTITUTES OF HEALTH",541714,True
THE HENRY M. JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE  INC.,5,24440264.32,"DEFENSE HEALTH AGENCY (DHA), NATIONAL INSTITUTES OF HEALTH, UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","541714, 541990",True
PITNEY BOWES INC.,9,24410931.980000004,"DEPT OF THE NAVY, INTERNAL REVENUE SERVICE, OFFICES, BOARDS AND DIVISIONS, RAILROAD RETIREMENT BOARD, RURAL HOUSING SERVICE","532420, 561499",True
ONEIDA TECHNICAL SOLUTIONS  LLC,1,24317682.61,DEPT OF THE AIR FORCE,541512,True
CAE DOSS AVIATION INC.,2,24148291.79,DEPT OF THE AIR FORCE,611512,True
HENRY FORD HEALTH SYSTEM,1,24086343.0,NATIONAL INSTITUTES OF HEALTH,541990,True
SANOFI,4,24036461.22,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, DEFENSE LOGISTICS AGENCY, INDIAN HEALTH SERVICE","325412, 325414",True
SEQIRUS USA INC,4,23977140.0,DEFENSE LOGISTICS AGENCY,325414,True
EXXEL OUTDOORS  INC.,4,23775067.5,DEFENSE LOGISTICS AGENCY,339999,True
INTERNATIONAL AIDS VACCINE INITIATIVE INC.,2,23693369.0,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, NATIONAL INSTITUTES OF HEALTH",541714,True
POLARIS INC.,4,23636299.7,"DEFENSE LOGISTICS AGENCY, FEDERAL ACQUISITION SERVICE","333120, 336112",True
ACCENT CONTROLS  INC.,3,23613963.65,DEFENSE LOGISTICS AGENCY,493110,True
SYMETRICS INDUSTRIES  LLC,6,23572845.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","334290, 334511, 334519, 336413",True
INDYNE  INC.,4,23548951.19,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","517810, 517919, 541330, 541512",True
WESTON-EA JV,1,23522521.61,DEPT OF THE ARMY,541330,True
UNIVERSAL PROTECTION SERVICE  LLC,5,23471896.799999997,"NATIONAL PARK SERVICE, OFFICE OF PROCUREMENT OPERATIONS",561612,True
JONES LANG LASALLE AMERICAS  INC.,4,23435526.15,DEFENSE COMMISSARY AGENCY  (DECA),561210,True
NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE  INC.,6,23315697.02,NATIONAL INSTITUTES OF HEALTH,541618,True
PPG INDUSTRIES  INC.,5,23212599.08,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE NAVY","336413, 541715",True
ZOLON TECH INC.,2,23183870.9,DEFENSE MEDIA ACTIVITY (DMA),541512,True
STRYKER SALES  LLC,2,23144742.0,"DEPT OF THE ARMY, VETERANS AFFAIRS, DEPARTMENT OF","339113, 622110",True
PRIORITY ONE SERVICES  INC.,19,23142790.380000003,"CENTERS FOR DISEASE CONTROL AND PREVENTION, NATIONAL INSTITUTES OF HEALTH",541940,True
BERKSHIRE HATHAWAY INC.,7,23110014.56,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE NAVY, FEDERAL AVIATION ADMINISTRATION, U.S. CUSTOMS AND BORDER PROTECTION","315220, 611512",True
TORRENT TECHNOLOGIES  INC.,2,23092261.52,FEDERAL EMERGENCY MANAGEMENT AGENCY,524292,True
MARINE TERMINALS CORPORATION,2,23003046.45,USTRANSCOM,488320,True
AEROJET ROCKETDYNE HOLDINGS  INC.,2,22967358.17,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541712,True
GEORGIA  STATE OF,2,22849728.48,DEPT OF THE ARMY,722310,True
THE CORPORATION OF MERCER UNIVERSITY,11,22832927.35,DEPT OF THE AIR FORCE,541330,True
CAE INC,2,22785028.81,DEPT OF THE AIR FORCE,336413,True
SUMMIT MATERIALS  INC.,1,22736216.4,FEDERAL HIGHWAY ADMINISTRATION,237310,True
HBP JOINT VENTURE,2,22676198.0,DEPT OF THE ARMY,236220,True
STATE OF NEW JERSEY,5,22581680.41,"DEPT OF THE AIR FORCE, U.S. COAST GUARD",722310,True
AT&T MOBILITY NATIONAL ACCOUNTS  LLC,13,22580045.689999998,"DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA), DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE ARMY, DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","517112, 517312",True
CARDINAL HEALTH  INC.,9,22578634.099999998,DEFENSE LOGISTICS AGENCY,"339112, 423450",True
