company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
ABBOTT LABORATORIES,12,40910342.0,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF","334516, 541714",True
WYNNEWOOD ENERGY CO LLC,22,40908744.75000001,DEFENSE LOGISTICS AGENCY,324110,True
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),7,40863957.46,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","325920, 332993",True
FIRST COAST SECURITY SOLUTIONS  INC.,2,40851906.8,OFFICE OF PROCUREMENT OPERATIONS,561612,True
UNIVERSAL PROTECTION SERVICE  LIMITED PARTNERSHIP,7,40764219.620000005,OFFICE OF PROCUREMENT OPERATIONS,561612,True
MARE ISLAND DRY DOCK LLC,9,40623715.730000004,"NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION, U.S. COAST GUARD",336611,True
ROCHE HOLDING AG,10,40389033.04,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, INDIAN HEALTH SERVICE, VETERANS AFFAIRS, DEPARTMENT OF",334516,True
LEIDOS SECURITY DETECTION & AUTOMATION  INC.,2,40047768.44,TRANSPORTATION SECURITY ADMINISTRATION,334517,True
HOMESAFE ALLIANCE LLC,8,40000000.0,USTRANSCOM,488510,True
YOUNG & RUBICAM INC.,2,39991488.68,DEPT OF THE NAVY,541810,True
COLSA CORP,3,39914995.160000004,"DEPT OF THE ARMY, DEPT OF THE NAVY","541330, 541712",True
WOODS HOLE OCEANOGRAPHIC INSTITUTION,2,39800789.0,DEPT OF THE NAVY,"336999, 541715",True
VISION TECHNOLOGIES SYSTEMS  INC.,1,39618915.0,DEPT OF THE NAVY,336611,True
QUEST DIAGNOSTICS INCORPORATED,19,39541814.04,"CENTERS FOR DISEASE CONTROL AND PREVENTION, INDIAN HEALTH SERVICE, NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF","541380, 621511",True
NATIONAL CENTER FOR DEFENSE MANUFACTURING AND MACHINING,7,39353324.0,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","541330, 541715",True
ANTHEM  INC.,3,39237759.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,"524114, 541519",True
CULMEN INTERNATIONAL  LLC,6,39198698.43,"DEFENSE THREAT REDUCTION AGENCY (DTRA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE, OFFICE OF PROCUREMENT OPERATIONS","541330, 541611, 541990, 561210",True
C. J. MAHAN CONSTRUCTION COMPANY  LLC,5,39078822.05,DEPT OF THE ARMY,"237110, 237990",True
REGION WALLONNE,11,39051271.42,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","332994, 541715",True
SAALEX CORP.,2,38981494.81,DEPT OF THE NAVY,541330,True
AECOM,7,38909153.67,"DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL AVIATION ADMINISTRATION","237990, 541310, 541330, 562910",True
SUNQUEST INFORMATION SYSTEMS  INC.,1,38800000.0,"VETERANS AFFAIRS, DEPARTMENT OF",513210,True
ABT GLOBAL LLC,9,38217812.65,"AGENCY FOR INTERNATIONAL DEVELOPMENT, CENTERS FOR DISEASE CONTROL AND PREVENTION, CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEPARTMENTAL OFFICES, DEPT OF THE ARMY","541330, 541611, 541618, 541720, 541990",True
MAPP BIOPHARMACEUTICAL  INC.,1,38199745.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541714,True
SHIMMICK CONSTRUCTION COMPANY  INC.,3,38166777.22,DEPT OF THE ARMY,237990,True
ACUITY-CHS  LLC,7,38090067.0,"BUREAU OF LAND MANAGEMENT, INTERNAL REVENUE SERVICE, U.S. CUSTOMS AND BORDER PROTECTION","621111, 621498, 621999",True
PAE LABAT-ANDERSON LLC,7,38070389.86,"OFFICES, BOARDS AND DIVISIONS",541199,True
IDAHO POWER CASH REMITTANCE,2,37947331.0,"ENERGY, DEPARTMENT OF, FEDERAL BUREAU OF INVESTIGATION",221122,True
CH2M HILL CLARK NEXSEN ENERGY PARTNERS JV,6,37708770.60000001,DEPT OF THE NAVY,541330,True
HALFF ASSOCIATES  INC.,5,37648705.06,DEPT OF THE ARMY,541330,True
LOGISTICS MANAGEMENT INSTITUTE,2,37440961.44,WASHINGTON HEADQUARTERS SERVICES (WHS),541990,True
INNOVATION ASSOCIATES  INC.,1,37338839.0,"VETERANS AFFAIRS, DEPARTMENT OF",333993,True
EUROPEAN HOLDING COMPANY  SE,4,37298177.65,DEPT OF THE ARMY,332994,True
MIKE HOOKS  LLC,7,37258364.239999995,DEPT OF THE ARMY,237990,True
POINT BLANK ENTERPRISES  INC.,2,37175511.44,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","315210, 339113",True
EXP GLOBAL INC,7,37167468.87,DEPT OF THE ARMY,"236220, 541310, 541330",True
HARVARD PILGRIM HEALTH CARE INC,4,37024999.99,FOOD AND DRUG ADMINISTRATION,518210,True
TWO SIX LABS  LLC,5,36900659.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE","541511, 541715",True
DOMINION PRIVATIZATION TEXAS  LLC,1,36672228.24,DEFENSE LOGISTICS AGENCY,221122,True
COAST PROFESSIONAL  INC.,14,36606634.51,"BUREAU OF THE FISCAL SERVICE, INTERNAL REVENUE SERVICE","522310, 561440",True
MODEX THERAPEUTICS LLC,1,36440886.62,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541714,True
DATA SYSTEMS ANALYSTS  INC.,1,36153074.94,ENVIRONMENTAL PROTECTION AGENCY,541512,True
BHATE ENVIRONMENTAL ASSOCIATES  INC.,16,36086718.35,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","236220, 238910",True
ARROW ELECTRONICS  INC.,11,35786300.53,"DEFENSE LOGISTICS AGENCY, DEPARTMENTAL OFFICES, DEPT OF THE AIR FORCE, DEPT OF THE NAVY, FEDERAL ENERGY REGULATORY COMMISSION","334111, 443120, 541519",True
OLSSON INDUSTRIAL ELECTRIC  INC,2,35673919.0,DEPT OF THE ARMY,"237990, 238210",True
SICPA HOLDING SA,25,35570039.2,BUREAU OF ENGRAVING AND PRINTING,325910,True
DOMINION ENERGY  INC.,5,35561678.81,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY, ENERGY, DEPARTMENT OF, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","221112, 221118, 221122, 221210",True
DIRECT ENERGY BUSINESS LLC,10,35412356.86,"BUREAU OF ENGRAVING AND PRINTING, VETERANS AFFAIRS, DEPARTMENT OF","221112, 221122",True
MACK DEFENSE LLC,4,35350656.91,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","333120, 336120",True
COOPER/PORTS AMERICA  LLC,11,35324099.03,USTRANSCOM,488320,True
KEYLOGIC TECHNOLOGIES CORP.,2,35249910.980000004,"ENERGY, DEPARTMENT OF, FEDERAL ACQUISITION SERVICE","541330, 541511",True
WESTERN DIGITAL TECHNOLOGIES  INC.,1,35041091.0,DEPT OF THE AIR FORCE,541715,True
PAR TECHNOLOGY CORPORATION,1,34901392.23,DEPT OF THE NAVY,541330,True
FREESTATE ELECTRIC COOPERATIVE INC,1,34792827.96,DEFENSE LOGISTICS AGENCY,221122,True
AI CONVOY TOPCO & CY S.C.A.,12,34684739.59,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","332912, 334220, 334511, 541330, 811210",True
AKIMA GLOBAL SERVICES  LLC,4,34657742.0,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,561612,True
JOHNSON CONTROLS  INC.,10,34423885.43000001,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, PUBLIC BUILDINGS SERVICE, VETERANS AFFAIRS, DEPARTMENT OF","333415, 334290, 541330, 541512",True
BLACK & VEATCH-JACOBS JV,1,34377531.0,DEPT OF THE NAVY,541330,True
J. KOKOLAKIS CONTRACTING  INC.,5,34348592.120000005,DEPT OF THE ARMY,236220,True
PULLMAN SST  INC.,1,34175000.0,PUBLIC BUILDINGS SERVICE,236220,True
PLANNED SYSTEMS INTERNATIONAL  INC.,3,33942986.879999995,"DEFENSE HEALTH AGENCY (DHA), VETERANS AFFAIRS, DEPARTMENT OF",541511,True
SAFRAN,10,33862483.15,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL ACQUISITION SERVICE, U.S. COAST GUARD","334511, 336413, 488190, 541715, 811219",True
THE CBE GROUP  INC.,10,33775557.699999996,"BUREAU OF THE FISCAL SERVICE, INTERNAL REVENUE SERVICE",541211,True
W R SYSTEMS LTD.,11,33748170.09,DEPT OF THE NAVY,"541330, 541690",True
ARTEL  LLC,4,33715951.32,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),517110,True
FORCEPOINT FEDERAL LLC,5,33682558.8,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, FEDERAL BUREAU OF INVESTIGATION, SOCIAL SECURITY ADMINISTRATION",611420,True
CW GOVERNMENT TRAVEL INC,3,33619301.04,"FEDERAL ACQUISITION SERVICE, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT, STATE, DEPARTMENT OF","481111, 561510",True
GOLD CREEK FOODS  LLC,7,33544080.0,AGRICULTURAL MARKETING SERVICE,311615,True
LIFE CYCLE ENGINEERING INC,9,33421067.909999996,DEPT OF THE NAVY,"541330, 541990",True
STERLING COMPUTERS CORPORATION,15,33416407.51,"BUREAU OF OCEAN ENERGY MANAGEMENT, CENTERS FOR DISEASE CONTROL AND PREVENTION, DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE, DEPT OF THE NAVY",541519,True
MCMILLEN  INC.,3,33399679.78,DEPT OF THE ARMY,"237990, 541330",True
ADVENT INTERNATIONAL CORPORATION,2,33189949.42,"STATE, DEPARTMENT OF","339999, 541519",True
GHD-COWI JOINT VENTURE,4,32940974.51,DEPT OF THE NAVY,541330,True
THE HASKELL COMPANY,3,32882564.75,"DEPT OF THE ARMY, DEPT OF THE NAVY, U.S. COAST GUARD",236220,True
BLACK MICRO CORPORATION,1,32794073.0,DEPT OF THE NAVY,237310,True
EMERALD COAST UTILITY SERVICES INC,1,32704560.0,DEFENSE LOGISTICS AGENCY,221310,True
AIRBUS US SPACE & DEFENSE INC,1,32674209.75,DEPT OF THE ARMY,488190,True
JOHNSON CONTROLS NAVY SYSTEMS  LLC,5,32646614.01,DEPT OF THE NAVY,"333415, 334290",True
EQ & CH REMEDIATION,1,32441052.5,ENVIRONMENTAL PROTECTION AGENCY,562910,True
IRONCLAD TECHNOLOGY SERVICES LLC,2,32436664.14,DEPT OF THE NAVY,541512,True
RICARDO DEFENSE  INC.,2,32373840.4,DEPT OF THE ARMY,339999,True
GLOBAL PCCI (GPC),14,32366215.0,DEPT OF THE NAVY,488390,True
JOSEPH J. ALBANESE  INC.,1,32156478.5,FEDERAL HIGHWAY ADMINISTRATION,237310,True
TRIMAN INDUSTRIES INC,18,32079536.790000003,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","326211, 332510, 332999, 333992, 333998, 334290, 335311, 335312, 336390, 336413",True
TK ELEVATOR CORPORATION,2,32046857.0,PUBLIC BUILDINGS SERVICE,238290,True
A.P. MOLLER OG HUSTRU CHASTINE MC-KINNEY MOLLERS FOND TIL ALMENE FORMAAL,6,32029192.220000006,USTRANSCOM,483111,True
GENERAL DYNAMICS GLOBAL FORCE  LLC,4,31934140.41,DEPT OF THE ARMY,541712,True
MASSMAN CONSTRUCTION CO.,2,31891221.0,DEPT OF THE ARMY,237990,True
REGENTS OF THE UNIVERSITY OF CALIFORNIA  THE,3,31875076.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"336414, 541715",True
CHARLES RIVER LABORATORIES INTERNATIONAL  INC.,8,31848635.0,NATIONAL INSTITUTES OF HEALTH,"112990, 541940",True
LGS INNOVATIONS LLC,4,31726950.55,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","517110, 541715",True
SLALOM  LLC,1,31726450.53,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,541511,True
QLARANT INTEGRITY SOLUTIONS LLC,2,31717573.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541990,True
RED GOLD INC,11,31662053.819999997,AGRICULTURAL MARKETING SERVICE,311421,True
TEAMSTAFF  INC.,2,31611357.71,"VETERANS AFFAIRS, DEPARTMENT OF",561320,True
INTERNATIONAL SOS GOVERNMENT SERVICES INC.,3,31593441.09,DEFENSE HEALTH AGENCY (DHA),524114,True
HARKINS BUILDERS  INC.,1,31536881.04,DEPT OF THE NAVY,236220,True
COTTRELL CONTRACTING CORPORATION,1,31520000.0,DEPT OF THE ARMY,237990,True
HIGHMARK INC.,2,31430150.0,DEFENSE HEALTH AGENCY (DHA),524114,True
TNT CONSTRUCTORS,1,31373062.0,DEPT OF THE NAVY,236220,True
AB VOLVO,2,31310081.27,DEFENSE LOGISTICS AGENCY,333120,True
STATE OF TEXAS TWC,10,31260874.07,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",722310,True
STRATAS FOODS LLC,8,31259380.75,AGRICULTURAL MARKETING SERVICE,311225,True
PACIFIC DEFENSE STRATEGIES  INC.,1,31256281.0,DEPT OF THE AIR FORCE,541715,True
JLL-RER SOLUTIONS  LLC,3,31235110.14,DEPT OF THE ARMY,541350,True
BARNARD CONSTRUCTION COMPANY  INCORPORATED,4,31091828.6,"BUREAU OF RECLAMATION, DEPT OF THE ARMY",237990,True
BLIND AND VISION IMPAIRED  VIRGINIA DEPARTMENT FOR THE,2,31088218.009999998,DEPT OF THE ARMY,722310,True
NELSON REFRIGERATION INC,6,31059114.020000003,DEFENSE COMMISSARY AGENCY  (DECA),561210,True
PTC INC.,2,31023027.24,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","336413, 541511",True
POSTPARTUM SUPPORT INTERNATIONAL,1,30980014.56,HEALTH RESOURCES AND SERVICES ADMINISTRATION,624190,True
DELOITTE LLP,3,30885708.32,"BUREAU OF THE FISCAL SERVICE, DEPT OF THE AIR FORCE, DEPT OF THE NAVY","541211, 541219, 541519",True
JOLINA CAPITAL INC,21,30884852.07,AGRICULTURAL MARKETING SERVICE,311513,True
THE NEIL JONES FOOD COMPANY,13,30851094.480000004,AGRICULTURAL MARKETING SERVICE,311421,True
HDR ENGINEERING  INC OF THE CAROLINAS,2,30791589.76,"DEPT OF THE ARMY, DEPT OF THE NAVY",541330,True
DIGITAL MANAGEMENT  LLC,4,30389687.24,"ANIMAL AND PLANT HEALTH INSPECTION SERVICE, DEPT OF THE ARMY, OFFICE OF PERSONNEL MANAGEMENT","541512, 541519",True
ARMTEC COUNTERMEASURES CO,5,30345713.32,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","325920, 325998, 334511",True
AIRBORNE SYSTEMS NORTH AMERICA OF CA INC,6,30214618.0,"DEPT OF THE ARMY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","314999, 541715",True
CALIBRE SYSTEMS INC,7,30115423.080000002,"DEPT OF THE ARMY, DEPT OF THE NAVY, OFFICE OF PERSONNEL MANAGEMENT, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","541330, 541611, 541990, 611430",True
CAPGEMINI GOVERNMENT SOLUTIONS LLC,9,30061270.609999996,"DEPT OF THE ARMY, OFFICE OF ADMINISTRATIVE SERVICES, OFFICE OF PROCUREMENT OPERATIONS, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT",541512,True
ALLUCENT GOVERNMENT SERVICES (US) LLC,2,30055033.0,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, NATIONAL INSTITUTES OF HEALTH","541714, 541715",True
THE KACE COMPANY  LLC.,1,30000000.0,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,541930,True
CONTINENTAL SERVICE GROUP INC,12,29991276.29,"BUREAU OF THE FISCAL SERVICE, INTERNAL REVENUE SERVICE",561440,True
BURLINGTON INDUSTRIES LLC,12,29910285.5,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE",313310,True
"H-K CONTRACTORS, INC.",2,29910107.97,FEDERAL HIGHWAY ADMINISTRATION,237310,True
FORS MARSH GROUP LLC,14,29897201.360000003,"DEFENSE HUMAN RESOURCES ACTIVITY, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","541715, 541720",True
GRYPHON TECHNOLOGIES  L.C.,5,29846155.089999996,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, MISSILE DEFENSE AGENCY (MDA)","541330, 541380",True
ENTERPRISE RESOURCE PERFORMANCE  INC,2,29484348.29,"DEPT OF THE ARMY, VETERANS AFFAIRS, DEPARTMENT OF","541611, 541715",True
JONES STEVEDORING COMPANY,6,29454718.46,USTRANSCOM,488320,True
WS AUDIOLOGY USA  INC,11,29390011.47,"VETERANS AFFAIRS, DEPARTMENT OF",334510,True
CHEMRING GROUP PLC,7,29251596.19,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","325920, 325998, 334511",True
POND-BAKER JV,6,29227112.58,"DEPT OF THE ARMY, DEPT OF THE NAVY",541330,True
DEL MONTE FOODS  INC,18,29216483.240000002,AGRICULTURAL MARKETING SERVICE,311421,True
POST HOLDINGS  INC.,12,29202110.009999998,AGRICULTURAL MARKETING SERVICE,"311230, 311824",True
HOSPITAL HOUSEKEEPING SYSTEMS LLC,6,29180849.68,"DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE",561210,True
BOEING COMPANY  THE,1,29168148.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),541715,True
MAGELLAN FEDERAL  INC.,6,29146917.79,"CENTERS FOR DISEASE CONTROL AND PREVENTION, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","541611, 541612, 624190",True
CASHMAN DREDGING AND MARINE CONTRACTING  CO.  LLC,1,29131250.0,DEPT OF THE ARMY,237990,True
SALTCHUK RESOURCES  INC.,18,29118739.700000003,"DEPT OF THE NAVY, MARITIME ADMINISTRATION, USTRANSCOM",483111,True
CONCURRENT TECHNOLOGIES CORPORATION,4,29078467.55,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","332992, 541715",True
C. H. GUERNSEY & COMPANY,2,29070176.880000003,DEPT OF THE ARMY,541611,True
STANDARDAERO AVIATION HOLDINGS  INC.,4,28997111.4,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","336412, 336413",True
22ND CENTURY TECHNOLOGIES  INC.,3,28924123.95,"DEPT OF THE AIR FORCE, FEDERAL BUREAU OF INVESTIGATION","541330, 541512",True
BOLTON PARTNERS  INC.,1,28817672.7,PENSION BENEFIT GUARANTY CORPORATION,541611,True
IDEMIA IDENTITY & SECURITY USA LLC,5,28803858.680000003,"FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION, TRANSPORTATION SECURITY ADMINISTRATION","334511, 541611, 811212",True
NISH,2,28787500.0,"DEPT OF THE ARMY, INTERNAL REVENUE SERVICE","561210, 561990",True
COMMUNICATIONS & POWER INDUSTRIES LLC,5,28702612.380000003,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","334419, 336419, 811219",True
BMC SOFTWARE  INC.,1,28530000.0,SOCIAL SECURITY ADMINISTRATION,443120,True
APTIM-AMENTUM ALASKA DECOMMISSIONING LLC,1,28499996.0,DEPT OF THE ARMY,562910,True
AAR MANUFACTURING  INC.,4,28470484.5,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE","321920, 332439",True
PORT OF PORTLAND (INC),1,28451925.0,DEPT OF THE ARMY,237990,True
ENGIE RESOURCES LLC,13,28379724.47,"DEPT OF THE ARMY, PUBLIC BUILDINGS SERVICE, SOCIAL SECURITY ADMINISTRATION, VETERANS AFFAIRS, DEPARTMENT OF","221112, 221122",True
UNIVERSITY OF MEMPHIS,2,28376309.0,"DEPT OF THE ARMY, DEPT OF THE NAVY","541715, 611310",True
SIKICH CPA LLC,3,28359320.82,"BUREAU OF THE FISCAL SERVICE, DEFENSE COMMISSARY AGENCY  (DECA), DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","541211, 541219, 541990",True
QUANTA SERVICES  INC.,4,28315174.240000002,"DEPT OF THE ARMY, DEPT OF THE NAVY","237120, 237990",True
JBS S/A.,9,28312102.95,AGRICULTURAL MARKETING SERVICE,311611,True
THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,4,28133950.0,NATIONAL INSTITUTES OF HEALTH,"541714, 541715",True
ARMED FORCES SERVICES CORPORATION,5,28111299.049999997,"DEPT OF THE ARMY, DEPT OF THE NAVY, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","541330, 541611, 541612, 624190",True
METROSTAR SYSTEMS  INC.,5,28092752.03,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, US CENSUS BUREAU","512110, 541519",True
ENGINEERING RESEARCH AND CONSULTING  LLC,1,28049045.44,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541380,True
CENTRAL RESEARCH INC,1,27656295.14,"EDUCATION, DEPARTMENT OF",522390,True
MIDTOWN PERSONNEL INC.,1,27615108.88,"USDA, DEPARTMENTAL ADMINISTRATION",541611,True
HONEYWELL INTERNATIONAL  INC,3,27581040.509999998,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","333611, 336320",True
VIRGINIA ELECTRIC AND POWER COMPANY,4,27546478.88,"FEDERAL BUREAU OF INVESTIGATION, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, NATIONAL SCIENCE FOUNDATION",221118,True
GATR TECHNOLOGIES  INC.,10,27510590.11,"DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","334220, 517919",True
THUNDERCAT TECHNOLOGY  LLC,7,27510295.49,"HEALTH RESOURCES AND SERVICES ADMINISTRATION, NATIONAL INSTITUTES OF HEALTH",541519,True
KIEWIT INFRASTRUCTURE CO.,2,27487333.0,DEPT OF THE ARMY,237310,True
FALCONWOOD,1,27447577.75,DEPT OF THE NAVY,541330,True
MOFFATT & NICHOL - AECOM JV,6,27397919.470000003,DEPT OF THE ARMY,541330,True
NATIONAL TECHNOLOGIES ASSOCIATES  INC.,2,27309909.169999998,DEPT OF THE NAVY,488190,True
L. S. BLACK CONSTRUCTORS  INC.,1,27287735.0,DEPT OF THE ARMY,236220,True
SCHNEIDER ELECTRIC BUILDINGS CRITICAL SYSTEMS  INC,2,27218400.0,DEPT OF THE ARMY,541512,True
INDUSTRIES OF THE BLIND  INCORPORATED,3,26943665.799999997,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","315210, 493110",True
MATTHEWS GROUP INC,2,26759857.45,"DEPT OF THE ARMY, FEDERAL AVIATION ADMINISTRATION",236220,True
ASTRONICS TEST SYSTEMS INC.,3,26708523.91,"DEPT OF THE ARMY, DEPT OF THE NAVY",334515,True
VSE CORPORATION,8,26559928.2,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, OFFICES, BOARDS AND DIVISIONS, SOCIAL SECURITY ADMINISTRATION","332912, 336411, 336413, 336992, 339999, 541199, 541330",True
MELWOOD HORTICULTURAL TRAINING CENTER  INC.,2,26554763.459999997,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY",561210,True
OCI OVERSEAS HOLDING LIMITED,2,26497980.42,DEPT OF THE NAVY,"237130, 237990",True
SUMMIT TECHNOLOGIES  INC.,14,26344897.0,DEPT OF THE AIR FORCE,541513,True
DEPENDABLE HEALTH SERVICES  INC,3,26254911.53,U.S. CUSTOMS AND BORDER PROTECTION,624190,True
EAGLE SECURITY GROUP INC,1,26248766.4,FEDERAL BUREAU OF INVESTIGATION,541611,True
BENHAM-STANLEY  LLC,5,26240325.58,DEPT OF THE ARMY,"541310, 541330",True
JND HOLDINGS LLC,2,26232896.84,CONSUMER FINANCIAL PROTECTION BUREAU,522320,True
IRIDIUM SATELLITE LLC,7,26083492.590000004,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE",517410,True
JOHN C. GRIMBERG CO.  INC.,11,26072377.720000003,"DEPT OF THE ARMY, DEPT OF THE NAVY, PUBLIC BUILDINGS SERVICE","236210, 236220",True
MERRICK & COMPANY,5,26022313.41,"AGRICULTURAL RESEARCH SERVICE, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION",541330,True
COGNOSANTE MVH LLC,1,26003933.72,"VETERANS AFFAIRS, DEPARTMENT OF",541511,True
SONALYSTS  INC.,2,25963664.0,DEPT OF THE NAVY,"541330, 611430",True
THE BROAD INSTITUTE INC,2,25940368.58,"CENTERS FOR DISEASE CONTROL AND PREVENTION, NATIONAL INSTITUTES OF HEALTH","541380, 541715",True
FEDERAL EXPRESS CORP,3,25730623.87,"OFFICE OF THE SECRETARY, VETERANS AFFAIRS, DEPARTMENT OF",492110,True
NTT DATA SERVICES FEDERAL GOVERNMENT  LLC,5,25730480.41,"CENTERS FOR DISEASE CONTROL AND PREVENTION, FEDERAL ACQUISITION SERVICE, NATIONAL SCIENCE FOUNDATION, OFFICE OF PROCUREMENT OPERATIONS, OFFICES, BOARDS AND DIVISIONS","541512, 541611",True
TRIUMPH GROUP  INC.,8,25628401.57,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","333998, 336412, 336413, 811219",True
NATIONAL INSTRUMENTS CORPORATION,3,25527502.0,FEDERAL ACQUISITION SERVICE,334515,True
"ADVANCED ACCELERATOR APPLICATIONS USA, INC.",7,25522010.95,"VETERANS AFFAIRS, DEPARTMENT OF",325412,True
THE ANDERSONS INC,2,25476662.7,AGRICULTURAL MARKETING SERVICE,311999,True
BAYLOR COLLEGE OF MEDICINE,3,25476303.96,"NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF","541380, 611310",True
MAERSK LINE  LIMITED,2,25432796.28,USTRANSCOM,483111,True
MERCURY SYSTEMS  INC.,4,25422953.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","334419, 335931",True
THE UNIVERSITY OF CHICAGO,5,25361068.38,NATIONAL INSTITUTES OF HEALTH,"541512, 541714, 541715, 541990",True
COVENANT SERVICES WORLDWIDE LLC,2,25351829.23,TRANSPORTATION SECURITY ADMINISTRATION,561612,True
AMERICAN BEEF PACKERS  INC.,7,25323564.009999998,AGRICULTURAL MARKETING SERVICE,311611,True
ACUMEN SOLUTIONS  INC.,2,25319540.7,"CONSUMER FINANCIAL PROTECTION BUREAU, U.S. COAST GUARD",541519,True
COMMERCIAL CONTRACTING CORP,1,25206000.0,DEPT OF THE ARMY,236220,True
EQUINIX  INC.,5,25071873.56,"NATIONAL GALLERY OF ART, OFFICE OF PROCUREMENT OPERATIONS, U.S. CUSTOMS AND BORDER PROTECTION",541519,True
THE JOHNS HOPKINS UNIVERSITY,4,25063738.0,NATIONAL INSTITUTES OF HEALTH,541715,True
